Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,4461.826,12396.67,4461.458,12378.01,4461.826,12396.67
1,4461.826,12399.59,4461.516,12380.35,4461.826,12399.59
2,4461.826,12420.17,4461.515,12382.58,4461.826,12420.17
3,4462.108,12442.43,4461.585,12401.5,4462.108,12442.43
4,4462.108,12442.43,4461.854,12408.61,4462.108,12442.43
5,4462.108,12442.43,4461.854,12408.61,4462.108,12442.43

