Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
342,98754.95,0,16537.38,0,98754.95,0
343,99957.91,0,21541,0,99957.91,0
344,99957.91,0,18244.2,0,99957.91,0
345,90003.13,0,20373.33,0,99957.91,0
346,90003.13,0,27199.48,0,99957.91,0
347,99957.91,0,23745.03,0,99957.91,0
348,99957.91,0,21851.68,0,99957.91,0
349,90003.13,0,16308.96,0,99957.91,0
350,90003.13,0,18276.89,0,99957.91,0
351,99957.91,0,25875.52,0,99957.91,0
352,99957.91,0,26782.38,0,99957.91,0
353,90003.13,0,24925.58,0,99957.91,0
354,90003.13,0,20970.15,0,99957.91,0
355,90003.13,0,22589.14,0,99957.91,0
356,99957.91,0,27283.89,0,99957.91,0
357,90003.13,0,22025.25,0,99957.91,0
358,90003.13,0,29641.33,0,99957.91,0
359,90003.13,0,25287.16,0,99957.91,0
360,99957.91,0,29152.5,0,99957.91,0
361,90003.13,0,27834.93,0,99957.91,0
362,90003.13,0,29185.79,0,99957.91,0
363,90003.13,0,29993.93,0,99957.91,0
364,99957.91,0,18868.87,0,99957.91,0
365,90003.13,0,18126.54,0,99957.91,0
366,90003.13,0,21896.98,0,99957.91,0
367,99957.91,0,19358.47,0,99957.91,0
368,99957.91,0,21906.81,0,99957.91,0
369,90003.13,0,16197.64,0,99957.91,0
370,90003.13,0,14969.9,0,99957.91,0
371,99957.91,0,15766.18,0,99957.91,0
372,99957.91,0,17808.31,0,99957.91,0
373,90003.13,0,20429.71,0,99957.91,0
374,95747.37,0,22085.65,0,99957.91,0
375,90003.13,0,16427.25,0,99957.91,0
376,99957.91,0,25442.02,0,99957.91,0
377,90003.13,0,21843.8,0,99957.91,0
378,90398.8,0,24437.07,0,99957.91,0
379,90003.13,0,23648.91,0,99957.91,0
380,99957.91,0,22794.95,0,99957.91,0
381,90003.13,0,22678.98,0,99957.91,0
382,90003.13,0,22067.8,0,99957.91,0
383,90003.13,0,25304.08,0,99957.91,0
384,99957.91,0,26111.44,0,99957.91,0
385,90003.13,0,26169.83,0,99957.91,0
386,90003.13,0,36199.64,0,99957.91,0
387,99957.91,0,29546.14,0,99957.91,0
388,99957.91,0,33687.79,0,99957.91,0
389,90003.13,0,31799.79,0,99957.91,0
390,90003.13,0,24514.4,0,99957.91,0
391,99957.91,0,18656.62,0,99957.91,0
392,99957.91,0,25239.43,0,99957.91,0
393,90003.13,0,22043.69,0,99957.91,0
394,90003.13,0,23630.21,0,99957.91,0
395,99957.91,0,28530.69,0,99957.91,0
396,99957.91,0,27436.71,0,99957.91,0
397,90003.13,0,22875.6,0,99957.91,0
398,90003.13,0,16826.86,0,99957.91,0
399,90003.13,0,16434.97,0,99957.91,0
400,99957.91,0,22640.12,0,99957.91,0
